enemy{ id = "drakomos", description = "Drakomos" }
enemy{ id = "drakomos_head", description = "Drakomos Head" }
enemy{ id = "drakomos_lava_spawner", description = "Drakomos Lava Spawner" }
enemy{ id = "evil_tile", description = "Evil Tile" }
enemy{ id = "fire_bat", description = "Fire Bat" }
enemy{ id = "fire_circle", description = "Fire Circle" }
enemy{ id = "fireball_simple", description = "Fireball Simple" }
enemy{ id = "firebird", description = "Firebird" }
enemy{ id = "flora_gohma", description = "Flora Gohma" }
enemy{ id = "flora_gohma_eye", description = "Flora Gohma Eye" }
enemy{ id = "ganon", description = "Ganon" }
enemy{ id = "gelidrak", description = "Gelidrak" }
enemy{ id = "gelidrak_head", description = "Gelidrak Head" }
enemy{ id = "gelidrak_tail", description = "Gelidrak Tail" }
enemy{ id = "generic_soldier", description = "Generic Soldier" }
enemy{ id = "generic_towards_hero", description = "Generic Towards Hero" }
enemy{ id = "generic_waiting_for_hero", description = "Generic Waiting For Hero" }
enemy{ id = "gibdo", description = "Gibdo" }
enemy{ id = "globul", description = "Globul" }
enemy{ id = "green_duck_soldier", description = "Green Duck Soldier" }
enemy{ id = "green_knight_soldier", description = "Green Knight Soldier" }
enemy{ id = "khorneth", description = "Khorneth" }
enemy{ id = "khotor", description = "Khotor" }
enemy{ id = "laser", description = "Laser" }
enemy{ id = "lizalfos", description = "Lizalfos" }
enemy{ id = "mandible", description = "Mandible" }
enemy{ id = "master_arbror", description = "Master Arbror" }
enemy{ id = "mini_mowatulla", description = "Mini Mowatulla" }
enemy{ id = "minillosaur_egg_fixed", description = "Minillosaur Egg Fixed" }
enemy{ id = "minillosaur_egg_thrown", description = "Minillosaur Egg Thrown" }
enemy{ id = "mowatulla", description = "Mowatulla" }
enemy{ id = "papillosaur_king", description = "Papillosaur King" }
enemy{ id = "pike_auto", description = "Pike Auto" }
enemy{ id = "pike_detect", description = "Pike Detect" }
enemy{ id = "pike_fixed", description = "Pike Fixed" }
enemy{ id = "poutroxor", description = "Poutroxor" }
enemy{ id = "red_bullblin", description = "Red Bullblin" }
enemy{ id = "red_dogman", description = "Red Dogman" }
enemy{ id = "red_duck_soldier", description = "Red Duck Soldier" }
enemy{ id = "red_fireball_triple", description = "Red Fireball Triple" }
enemy{ id = "red_flame", description = "Red Flame" }
enemy{ id = "red_hardhat_beetle", description = "Red Hardhat Beetle" }
enemy{ id = "red_helmasaur", description = "Red Helmasaur" }
enemy{ id = "red_knight_soldier", description = "Red Knight Soldier" }
enemy{ id = "red_pig_soldier", description = "Red Pig Soldier" }
enemy{ id = "ropa", description = "Ropa" }
enemy{ id = "simple_green_soldier", description = "Simple Green Soldier" }
enemy{ id = "skeletor", description = "Skeletor" }
enemy{ id = "snap_dragon", description = "Snap Dragon" }
enemy{ id = "tentacle", description = "Tentacle" }


language{ id = "en", description = "English" }
language{ id = "es", description = "es" }
language{ id = "kikoolol", description = "Kikoolol" }
language{ id = "nl", description = "nl" }

font{ id = "8_bit", description = "8_bit" }
font{ id = "green_digits", description = "green_digits" }
font{ id = "la", description = "la" }
font{ id = "minecraftia", description = "minecraftia" }
font{ id = "small_green_digits", description = "small_green_digits" }
font{ id = "small_white_digits", description = "small_white_digits" }
font{ id = "white_digits", description = "white_digits" }
font{ id = "wqy-zenhei", description = "wqy-zenhei" }

